"","locus","meanFat","meanLen","meanK","LG","unlist.map."
"30","c1.loc35",0.216028336755264,1.1084322139604,1.27203644039595,"1",35.18
"31","c1.loc36",0.353929401395326,2.57409725405551,0.188766543694802,"1",36.18
"32","c1.loc37",0.144001184215231,2.52529594148694,0.831399863731597,"1",37.18
"33","CLocus_4127",0.467844415752125,0.0760983466223072,0.510524679607045,"1",38.17
"34","c1.loc39",0.285439313959074,0.459902316598518,0.476347597408271,"1",39.18
"35","CLocus_16959",0.153140611502823,0.995936485644909,0.110930588610931,"1",40.17
"36","c1.loc41",0.234600737214859,0.842664396400185,0.321085846667106,"1",41.18
"37","c1.loc42",1.31581241561468,0.203282918434717,0.412005259077862,"1",42.18
"38","c1.loc43",0.891029263527052,0.0557317161396179,0.487718781545892,"1",43.18
"39","c1.loc44",0.315867081666106,0.369848334206189,0.0354410107350964,"1",44.18
"40","c1.loc45",0.133909136233251,0.350560842833798,0.145864397273639,"1",45.18
"41","c1.loc46",0.734747209872734,1.03736578929186,0.0521186022564073,"1",46.18
"42","c1.loc47",0.143264425680085,0.213538473608378,0.350500890672923,"1",47.18
"43","c1.loc48",0.193039938631465,0.246589159799645,0.00793828387380989,"1",48.18
"44","c1.loc49",0.0135449295655111,0.0544852182426634,0.621248809196981,"1",49.18
"45","c1.loc50",0.317602629348432,0.286137082792366,0.155782873696295,"1",50.18
"46","c1.loc51",0.423343683648876,1.46718281398273,0.322161806558963,"1",51.18
"47","c1.loc52",0.549625778714272,1.33673264430373,1.03417286060508,"1",52.18
"48","c1.loc53",1.34033926076824,0.494891919322871,0.90799505673236,"1",53.18
"49","c1.loc54",1.38447289584541,0.501375790084342,0.800327447921171,"1",54.18
"50","c1.loc55",1.12197112703672,0.169442460020149,0.0217167122688547,"1",55.18
"51","c1.loc56",0.100404972932736,0.641892660315618,0.00556944583076466,"1",56.18
"52","CLocus_13082",0.181120617855556,0.118059720121193,0.969191636513448,"1",57.19
"53","c1.loc58",0.560907415391302,0.656766391110468,0.105138147010144,"1",58.18
"54","c1.loc59",0.0971451916508535,0.681180674985872,0.474280361295528,"1",59.18
"55","c1.loc60",0.149224728403128,0.118833200763305,1.04656603396143,"1",60.18
"56","c1.loc61",0.300169320371016,0.2916017347935,0.325837944281136,"1",61.18
"57","c1.loc62",0.512228603462514,1.56842776050592,0.577014671562327,"1",62.18
"58","c1.loc63",0.0266689982493336,0.0257238375414711,0.244591418384976,"1",63.18
"59","c1.loc64",1.05337845773912,0.220364910668412,2.50712364269818,"1",64.18
"60","c1.loc65",0.178179985635552,0.0590248479569308,0.694146455072085,"1",65.18
"61","CLocus_10222",0.767822723708152,0.833941750041527,0.0504784341994534,"1",66.19
"62","CLocus_43759",0.503671261279858,0.688123443700708,0.383178051988654,"1",67.18
"63","c1.loc68",0.104673960189902,0.156711887080352,0.00110829480762842,"1",68.18
"64","c1.loc69",0.3127705626212,0.130763858242676,0.136049628016823,"1",69.18
"65","c1.loc70",0.130236283991506,0.224754354842171,0.284559729447549,"1",70.18
"66","c1.loc71",1.06446052574372,0.65232169276953,0.334595148433474,"1",71.18
"67","c1.loc72",1.13279594580316,0.446361174863304,0.42531785769904,"1",72.18
"68","c1.loc73",0.680673948890147,0.961242210029047,0.175192762206809,"1",73.18
"69","c1.loc74",0.195438866991102,0.360045824944844,0.125987322612568,"1",74.18
"70","c1.loc75",0.152869485996671,0.545376999701409,0.275100251044306,"1",75.18
"71","c1.loc76",0.403569815910153,0.713746828568089,0.0498199609713258,"1",76.18
"72","CLocus_60937",0.0145076821758627,0.513982890602569,0.333717961619362,"1",77.19
"73","c1.loc78",0.248421337562427,1.39725300953226,0.266501995800425,"1",78.18
"74","c1.loc79",0.266214676371301,0.138525848087676,0.342264293906931,"1",79.18
"75","c1.loc80",0.473121339174065,0.264393713150125,0.11097840562834,"1",80.18
"76","CLocus_42211",0.182781416098571,0.304832515266257,1.20794588266937,"1",81.18
"77","c1.loc82",0.260987074070059,0.503165163405492,0.684755163057337,"1",82.18
"78","c1.loc83",0.739937180331205,0.455871054770439,0.483994862907224,"1",83.18
"79","c1.loc84",0.439446985832216,1.45470796346991,0.13366938000967,"1",84.18
"80","c1.loc85",0.459599868024076,0.964711272648426,0.621485703005959,"1",85.18
"81","c1.loc86",0.0366522009072903,0.0866703181994155,0.169256069228331,"1",86.18
"82","c1.loc87",0.521410560719443,0.220210109224395,0.351688199597514,"1",87.18
"83","c1.loc88",1.51391543895776,0.296098418551322,0.234835793749927,"1",88.18
"84","c1.loc89",1.526323641879,0.214448697339891,0.356746482793751,"1",89.18
"85","c1.loc90",0.0223885721496091,1.23141040871735,0.0589934408274594,"1",90.18
"86","c1.loc91",0.26330173290415,0.391523002346702,0.846138873671477,"1",91.18
"87","CLocus_70231",1.84428464012728,0.230078308667984,0.0489316725350761,"1",92.19
"88","c1.loc93",1.75537265297393,0.233710526514837,0.25662780257208,"1",93.18
"89","c1.loc94",0.0395879551303319,0.222014522331058,0.655311724301798,"1",94.18
"90","c1.loc95",1.0517184726193,0.752417836118334,0.243418923998702,"1",95.18
"91","c1.loc96",0.68435824187237,0.273610816058906,0.1124330769959,"1",96.18
"92","c1.loc97",0.242067669180882,1.18210730572219,0.0346497054712025,"1",97.18
"93","c1.loc98",0.013995090169759,0.773187403496381,0.529484063716183,"1",98.18
"94","CLocus_20719",0.803422607410539,0.0102123603750341,0.62309717005829,"1",99.19
"95","c1.loc100",0.689544461122793,0.998484545766806,0.18663177495651,"1",100.18
"96","c1.loc101",0.828760212291048,0.00403120195275469,0.767000483957765,"1",101.18
"97","c1.loc102",0.478607089545806,1.21593463570154,0.873781975853297,"1",102.18
"98","c1.loc103",0.50405307328192,0.146675477427446,0.499080697064849,"1",103.18
"99","CLocus_29674",0.256462653975116,0.417262267521813,0.217490906309557,"2",3.72
"100","CLocus_6329",0.746096147061933,0.351774853320506,0.906502905033259,"2",4.72
"101","c2.loc6",1.4325815565387,0.306134366027359,0.00726506493574533,"2",5.72
"102","c2.loc7",0.125409307628598,1.23685378279972,0.171848570284641,"2",6.72
"103","c2.loc8",0.834633179118128,0.685398282722364,1.63390954486375,"2",7.72
"104","CLocus_86039",0.432918140746092,0.0790239646111729,0.0392483706041654,"2",8.71
"105","c2.loc10",0.439320413979689,0.741272353887199,0.277905838322386,"2",9.72
"106","c2.loc11",1.76273280199225,0.936198064237772,1.63059407291385,"2",10.72
"107","CLocus_95159",0.334263691931652,0.807174257244218,0.140134516091293,"2",11.71
"108","CLocus_86625",0.887025374246128,0.973790712071457,1.17188844207236,"2",12.73
"109","c2.loc14",0.305889330501204,1.80330469471307,0.301928356541001,"2",13.72
"110","CLocus_118167",0.267149736243564,0.0685524443786227,0.705007872125232,"2",14.72
"111","c2.loc16",1.39820063218625,0.502816854368095,0.186940244349711,"2",15.72
"112","c2.loc17",1.94593357758674,0.195066175647766,0.514481058019504,"2",16.72
"113","c2.loc18",0.478381519799668,0.0462207883865677,2.90053647588282,"2",17.72
"114","c2.loc19",0.555896607613013,0.173303189618258,0.343149589134663,"2",18.72
"115","c2.loc20",0.882461630190584,1.39221530130461,0.957559272453947,"2",19.72
"116","CLocus_93896",0.687719447565497,0.453008447480125,0.0700635324891572,"2",20.71
"117","c2.loc22",2.04866460800891,0.43226724134285,0.132681790429785,"2",21.72
"118","c2.loc23",1.12929094396482,0.17721737790255,0.218121131259189,"2",22.72
"119","c2.loc24",1.27503303320626,0.174366758551259,0.254490971782736,"2",23.72
"120","c2.loc25",0.163307709203875,1.27747774998374,0.1918777015775,"2",24.72
"121","c2.loc26",2.79614880847846,0.512394214667742,0.186608681290085,"2",25.72
"122","c2.loc27",1.06343066934662,0.535674898344772,0.863799468573537,"2",26.72
"123","c2.loc28",0.207362088918037,0.0154895088687462,0.0988848244457498,"2",27.72
"124","c2.loc29",0.525573686297395,1.48084174270976,0.00185133093508366,"2",28.72
"125","c2.loc30",0.129763091794269,0.580293097399001,0.188505716553818,"2",29.72
"126","c2.loc31",0.2050090141135,0.0591272418568583,0.955062935469736,"2",30.72
"127","c2.loc32",0.474530537548001,0.159738005344758,0.812922749263023,"2",31.72
"128","c2.loc33",0.978556895809014,0.125716326775097,1.70157755278344,"2",32.72
"129","CLocus_100305",1.19684598169562,0.08591281240588,1.07263698818072,"2",33.72
"130","c2.loc35",1.79024038375364,0.257817999926551,0.504184593046335,"2",34.72
"131","c2.loc36",0.217825298038531,0.41420309734476,0.724532730444699,"2",35.72
"132","CLocus_54549",0.893372736842168,0.742429230322807,0.410266596960249,"2",36.71
"133","c2.loc38",1.65000661050245,1.32801237495307,0.17370058315253,"2",37.72
"134","c2.loc39",0.760612198283906,0.251849226021363,0.0154443663196446,"2",38.72
"135","c2.loc40",0.920090643252778,0.426017814521793,0.177766424309705,"2",39.72
"136","c2.loc41",0.860593167528727,0.978909371573801,1.20206267121117,"2",40.72
"137","c2.loc42",0.0495925088298983,0.280996678136558,0.378918902518354,"2",41.72
"138","c2.loc43",0.255398291867227,0.364396419980034,0.28424683189901,"2",42.72
"139","c2.loc44",0.422524409819737,0.202394162625672,0.299838381454375,"2",43.72
"140","c2.loc45",1.09547583892118,0.288665894236433,0.80214610460327,"2",44.72
"141","c2.loc46",2.27952296661341,0.307695583770656,0.481482773786597,"2",45.72
"142","c2.loc47",0.00750645321855631,0.139349166726947,0.33282687177436,"2",46.72
"143","CLocus_61934",0.421130954619384,1.27373514758759,0.01863852819392,"2",47.73
"144","c2.loc49",0.277731680444476,0.737613826902642,0.0356238653160438,"2",48.72
"145","c2.loc50",0.38418976383207,0.366736990837272,0.00125117856676282,"2",49.72
"146","CLocus_41946",0.513214381113588,2.60364368574964,0.354238933853677,"2",50.73
"147","c2.loc52",0.145379697894526,0.0168651838596788,0.517582820170008,"2",51.72
"148","c2.loc53",0.149548700008146,0.424106793869001,0.206695250270023,"2",52.72
"149","c2.loc54",0.015498659668651,0.106440585265355,0.147487408470495,"2",53.72
"150","CLocus_37241",0.953684988327594,1.35928275493163,0.151776506164954,"2",54.71
"151","c2.loc56",0.813720525728156,0.0921496406496685,0.225468285353003,"2",55.72
"152","c2.loc57",0.519371648078127,0.327890385006648,0.325291914425413,"2",56.72
"153","c2.loc58",0.109783059636332,0.297258228872268,0.126845815675346,"2",57.72
"154","c2.loc59",0.668588582792422,0.101718247745953,0.484350479800475,"2",58.72
"155","c2.loc60",1.27015748851115,0.634575029489455,0.0657031858364166,"2",59.72
"156","c2.loc61",0.165377598878546,0.466831863492569,0.217760428039632,"2",60.72
"157","c2.loc62",0.328373233583184,0.571062275845359,0.56374496704824,"2",61.72
"158","c2.loc63",0.177635730322877,0.501845367515803,0.632683616104565,"2",62.72
"159","c2.loc64",0.113485695310601,0.518026015657375,0.453778076868563,"2",63.72
"160","c2.loc65",1.43286088013706,0.363943231865132,1.21058259687228,"2",64.72
"161","c2.loc66",0.885179108845234,0.619536795467851,0.708834955681883,"2",65.72
"162","CLocus_28843",0.845492179986591,1.0660630317316,0.868043062217461,"2",66.72
"163","c2.loc68",0.4683836470388,0.398762877871628,0.0245193766944163,"2",67.72
"164","c2.loc69",0.157114096311151,0.437164959461491,0.825813246369756,"2",68.72
"165","c2.loc70",0.703096096683001,2.13428160488293,0.132700445809663,"2",69.72
"166","c2.loc71",0.3278445727554,1.78472440013456,0.0773612107968614,"2",70.72
"167","c2.loc72",2.00795140362063,0.128203188982108,1.57992198371769,"2",71.72
"168","c2.loc73",0.469123188726131,0.20891270058603,0.128483487896697,"2",72.72
"169","c2.loc74",0.0774800665821894,0.270803645960816,0.273205294115571,"2",73.72
"170","c2.loc75",0.225200562464702,0.324280470167014,0.073452870691716,"2",74.72
"171","c2.loc76",2.02064789860504,1.54255199433244,0.320771575180194,"2",75.72
"172","c2.loc77",0.0679762256236875,2.11971263521501,0.000836343358389702,"2",76.72
"173","c2.loc78",0.37558715886049,0.207470188212313,0.0220076975386545,"2",77.72
"174","c2.loc79",0.257571373384818,0.18889759924543,0.0142044514580009,"2",78.72
"175","c2.loc80",1.68009483219526,0.410308970510345,0.0124477913221963,"2",79.72
"176","c2.loc81",0.33697813609383,0.27863557647662,0.0748529940542704,"2",80.72
"177","c2.loc82",0.174797680357426,1.4606282627006,0.276817303765865,"2",81.72
"178","c2.loc83",0.432296805532547,1.04147025785946,0.421178019371096,"2",82.72
"179","c2.loc84",0.257874972345481,0.248431316989613,1.22089101570605,"2",83.72
"180","c2.loc85",0.36305121071879,1.1706128405187,0.0807797450697806,"2",84.72
"181","c2.loc86",1.08165012577038,0.415402155318078,1.58220945251777,"2",85.72
"182","c2.loc87",1.39474692818298,0.243133925877622,1.71345353986049,"2",86.72
"183","c2.loc88",0.155088890275841,1.26436984353441,0.236874694179285,"2",87.72
"184","c2.loc89",0.181704130696501,0.0462688873937935,0.401204346471619,"2",88.72
"185","c2.loc90",0.366536403070833,0.0516916061983564,0.514036661972467,"2",89.72
"186","c2.loc91",0.062745726340293,0.22071362945822,0.486621690829886,"2",90.72
"187","c2.loc92",0.317307304040891,0.000338518989931004,0.464688700005109,"2",91.72
"188","c2.loc93",0.162970381225426,0.42996049196567,0.456828622210808,"2",92.72
"189","c2.loc94",1.98073360748444,0.528341663936934,0.0573210836679901,"2",93.72
"190","c2.loc95",0.79974072819493,0.155211774626342,0.108304681937644,"2",94.72
"191","c2.loc96",0.56381360491916,0.169434288002316,0.182120273101672,"2",95.72
"192","c2.loc97",0.467180054261415,0.173379088984913,0.218413544252703,"2",96.72
"193","c2.loc98",0.403745255317258,0.160351704833382,0.241173702339635,"2",97.72
"194","c2.loc99",0.329142031935671,0.134951822693512,0.263367086747224,"2",98.72
"195","c2.loc100",0.202305064456684,0.140094959579386,0.296887162102272,"2",99.72
"196","c2.loc101",0.0877660723931256,0.277372500638902,0.330063349494747,"2",100.72
"197","c2.loc102",0.0943516639679993,0.276645255508168,0.309019804545109,"2",101.72
"198","c2.loc103",0.122134098568708,0.224172549985546,0.298586261133771,"2",102.72
"199","c2.loc104",0.158821307259176,0.175090693812208,0.306212323104371,"2",103.72
"200","c2.loc105",0.196964982473618,0.132108547596219,0.326664368596576,"2",104.72
"201","c2.loc106",0.232013740426316,0.0965938898756126,0.355269422310683,"2",105.72
"202","c2.loc107",0.261529616844196,0.0686656834642096,0.388375688058754,"2",106.72
"203","c2.loc108",0.284601963557856,0.0476059856740913,0.423312543454924,"2",107.72
"204","c2.loc109",0.301334342598403,0.0322945829058224,0.458199682412249,"2",108.72
"205","c2.loc110",0.312419718791124,0.0215302501154827,0.491752621694386,"2",109.72
"206","c2.loc111",0.318822135958344,0.0142168292200614,0.52313284242041,"2",110.72
"207","c2.loc112",0.321561307714671,0.00944341186272049,0.551841332662808,"2",111.72
"208","c2.loc113",0.321583211999138,0.00649808047029371,0.577639465674138,"2",112.72
"209","c2.loc114",0.319695478903754,0.00484750807783524,0.600484209895697,"2",113.72
"210","c2.loc115",0.316547013779068,0.00410373120222115,0.620471982085841,"2",114.72
"211","c2.loc116",0.312634438441697,0.00399002121111094,0.637790451065754,"2",115.72
"212","c2.loc117",0.308322169719891,0.0043113215478032,0.652679225765552,"2",116.72
"213","c2.loc118",0.303867248756045,0.00493090196101134,0.6653999242831,"2",117.72
"214","c2.loc119",0.29944366961662,0.00575295763571365,0.676215086646843,"2",118.72
"215","c2.loc120",0.295163617113637,0.00671012284515997,0.685374591141787,"2",119.72
"216","c2.loc121",0.291094731707921,0.00775473082873796,0.69310789337741,"2",120.72
"217","CLocus_10730",0.0723013363034386,0.0337105377538912,0.00868903913388963,"3",19.04
"218","c3.loc20",0.53039761678525,0.00446330570373849,0.0280914111760982,"3",20.04
"219","c3.loc21",0.391544589350214,0.0595205179108306,0.0105496414175198,"3",21.04
"220","c3.loc22",0.224707358826097,0.00172290632720648,0.0918131892783318,"3",22.04
"221","c3.loc23",0.066323287043156,0.119941960262565,0.396114796517595,"3",23.04
"222","c3.loc24",0.102640966930438,0.0234831022371299,0.777232927992487,"3",24.04
"223","c3.loc25",0.289929907439898,0.334951957351569,1.35512533574314,"3",25.04
"224","c3.loc26",3.82494233836492,0.116983355809862,1.63656741826244,"3",26.04
"225","c3.loc27",0.548795260065879,1.20629576698711,0.0643744885208079,"3",27.04
"226","c3.loc28",0.400282786862732,0.665745720627494,0.00605909335854957,"3",28.04
"227","c3.loc29",0.124933182761401,0.678696184032859,0.0192986100309079,"3",29.04
"228","c3.loc30",0.0415937410025533,0.0979374937655201,0.254058190863367,"3",30.04
"229","c3.loc31",0.0993585058854768,0.0843496087345111,0.134691189414262,"3",31.04
"230","c3.loc32",1.76037131559551,0.650764405227876,1.80934888878131,"3",32.04
"231","c3.loc33",1.93518440012258,0.91030903413833,1.6740610887823,"3",33.04
"232","c3.loc34",0.61860737850512,0.772206552940726,0.330434562255201,"3",34.04
"233","CLocus_40413",0.951345843987232,0.533518432447086,0.303676938137798,"3",35.05
"234","CLocus_4504",1.49345663314389,0.158357816922586,0.0182773212807434,"3",36.05
"235","c3.loc37",0.240381447010736,0.930144484660271,0.187301161185286,"3",37.04
"236","c3.loc38",1.84349919762427,0.323680937869857,0.0527238412638157,"3",38.04
"237","c3.loc39",1.47731548267394,0.0477245949822624,0.0661008270023482,"3",39.04
"238","c3.loc40",0.258126258074059,1.54244049623445,0.361674870544639,"3",40.04
"239","c3.loc41",0.13558900300358,0.117023297169728,0.0158781493143989,"3",41.04
"240","c3.loc42",1.64851337681872,0.0166704277059742,0.14109789401954,"3",42.04
"241","c3.loc43",1.73072153198916,0.51502934002939,0.0457940270854692,"3",43.04
"242","c3.loc44",0.00844085952442949,0.393258940112196,0.865087461697954,"3",44.04
"243","c3.loc45",0.332255933937787,0.38031741545428,0.486706169043031,"3",45.04
"244","c3.loc46",0.503614605324257,0.515620343177859,0.0819901639874999,"3",46.04
"245","c3.loc47",0.398288806589201,0.523766994280016,0.343527669530674,"3",47.04
"246","c3.loc48",0.687571411849009,0.399726005036766,0.139075141634366,"3",48.04
"247","c3.loc49",0.335976013681496,0.177921688694962,0.366207214274654,"3",49.04
"248","c3.loc50",0.816455595926745,0.357737844395722,0.0177656714749476,"3",50.04
"249","CLocus_74821",0.19946291804662,1.57767503235958,0.830687344021721,"3",51.04
"250","CLocus_86047",0.128987620018531,0.353149663995759,0.0769750300308758,"3",52.05
"251","CLocus_43779",0.429933962553626,0.597478965777642,0.225581110636608,"3",53.03
"252","c3.loc54",0.469885797735337,0.482415070735882,0.0063406957370353,"3",54.04
"253","c3.loc55",0.680337319256555,0.514541023218112,0.799025909632286,"3",55.04
"254","c3.loc56",0.370351540824947,0.502227743596047,0.310302806209986,"3",56.04
"255","c3.loc57",1.32453311295378,0.714154307169742,0.425043522549369,"3",57.04
"256","CLocus_24229",1.31273999603933,0.371918948982832,1.85123573354526,"3",58.05
"257","c3.loc59",0.276457206049277,0.0745472041897608,0.166771768072836,"3",59.04
"258","c3.loc60",0.292469074765338,0.0889574776403274,0.0880924085980982,"3",60.04
"259","c3.loc61",0.180577298355632,0.170657356725441,0.883176312046772,"3",61.04
"260","c3.loc62",0.216264088362876,0.119656634671881,0.0644848557619545,"3",62.04
"261","c3.loc63",0.0519386093020097,1.4808603052068,0.0897493770967061,"3",63.04
"262","c3.loc64",1.20687004821567,0.626962594420669,1.56756212547598,"3",64.04
"263","c3.loc65",2.82439558776045,0.182165436566799,2.72837174906177,"3",65.04
"264","c3.loc66",2.03083572473873,0.98253926849649,2.05935076121499,"3",66.04
"265","c3.loc67",0.320677706563615,1.00487403744924,0.240135077845486,"3",67.04
"266","CLocus_87814",0.494639168490691,0.174415522413054,0.258472795015689,"3",68.03
"267","CLocus_88477",3.2734423001367,0.170183294848382,0.181855960283976,"3",69.03
"268","c3.loc70",0.0183210440427829,2.03789744903446,0.00932431343667895,"3",70.04
"269","c3.loc71",0.0286370289631665,1.05994300585203,0.000399898618235418,"3",71.04
"270","c3.loc72",0.123727725435918,1.05363162427896,0.666376568197626,"3",72.04
"271","c3.loc73",0.0429544581902115,0.572361878559457,0.493297052599384,"3",73.04
"272","c3.loc74",0.189783848478294,0.109798732761564,0.451555339545631,"3",74.04
"273","c3.loc75",0.264934522649714,0.0613402064229479,0.251180248569754,"3",75.04
"274","c3.loc76",0.477524972471029,0.1821000993388,0.301415104454604,"3",76.04
"275","c3.loc77",0.305853978048368,0.177706439122444,0.347371988533106,"3",77.04
"276","c3.loc78",0.235855667940178,0.169397922223391,0.338170835316625,"3",78.04
"277","c3.loc79",0.189630569747056,0.622677421362217,0.336877260713069,"3",79.04
"278","c3.loc80",0.832465348101506,0.773501348923866,0.276841918304422,"3",80.04
"279","c3.loc81",0.159584036345487,0.505026838935515,0.274831012563666,"3",81.04
"280","c3.loc82",0.210494113469688,0.014045552937162,0.138585816945815,"3",82.04
"281","CLocus_2735",0.147517625833438,0.245222366641276,0.135837019683678,"3",83.03
"282","c3.loc84",0.121973924995497,0.230739403562075,0.0113719032008909,"3",84.04
"283","c3.loc85",0.46500158702189,0.31819242401083,0.18050768332234,"3",85.04
"284","c3.loc86",0.0144649864290492,0.110521920430289,0.319499545344026,"3",86.04
"285","c3.loc87",0.377794734332826,0.0245628663383725,1.16410746833547,"3",87.04
"286","c3.loc88",0.277056647984118,0.2124781389568,0.0164879806030265,"3",88.04
"287","c3.loc89",0.298357122927763,0.527427064036054,0.555727805226949,"3",89.04
"288","c3.loc90",0.300922287949955,0.0762333759647024,0.159963847609313,"3",90.04
"289","c3.loc91",1.14333446726053,0.582847683422649,0.358489786768038,"3",91.04
"290","c3.loc92",2.00428357610125,0.426748656893057,0.0329959347132827,"3",92.04
"291","c3.loc93",0.300421989544354,0.02937064458218,0.297855690688509,"3",93.04
"292","CLocus_43262",0.376249556297593,0.221521431638436,0.0799669974011094,"3",94.04
"293","c3.loc95",0.0619092939964988,0.646970545192466,0.11149996258237,"3",95.04
"294","c3.loc96",0.242422317050301,0.534445776455007,0.217386305506903,"3",96.04
"295","c3.loc97",0.0964798607125392,0.11504911598383,0.106860103837556,"3",97.04
"296","c3.loc98",1.25243278427794,0.261805311253282,0.0360631811191043,"3",98.04
"297","c3.loc99",0.986497763753254,0.0409899901239125,0.143847840480069,"3",99.04
"298","c3.loc100",0.362640584452156,0.019468754880043,0.00011105602365775,"3",100.04
"299","c3.loc101",0.263934120983385,0.0366470779482173,1.03007555818449,"3",101.04
"300","c3.loc102",0.744402099313852,0.463007251431786,0.431624246258489,"3",102.04
"301","CLocus_28297",0.196880511655201,0.308355522402182,0.381510019079976,"3",103.03
"302","c3.loc104",0.726577970711986,0.13639131641834,0.27156600876037,"3",104.04
"303","c3.loc105",0.626740760071879,0.444253995865695,0.525954747568684,"3",105.04
"304","c3.loc106",0.618330066549374,0.656123349858582,1.99106189948483,"3",106.04
"305","CLocus_13647",0.256201044836185,0.0631996973332258,0.177170441582901,"3",107.03
"306","c3.loc108",0.318294837178396,0.722500142762093,0.291085412846007,"3",108.04
"307","c3.loc109",0.53541465108393,1.46805185818995,0.0985746092944384,"3",109.04
"308","c3.loc110",1.6964428442058,0.360234585589372,0.0835201118402069,"3",110.04
"309","CLocus_14899",0.11038460072962,0.513940662626057,0.388518805001836,"3",111.04
"310","c3.loc112",0.0747957862521643,0.077631786256471,0.721741854646702,"3",112.04
"311","c3.loc113",0.0224840902999275,0.105876248484192,0.196536540210697,"3",113.04
"312","c3.loc114",1.41459934414603,1.17463214573627,0.0585775661136502,"3",114.04
"313","CLocus_38832",0.239373162283989,0.516681101172614,0.0692583090279495,"3",115.03
"314","c3.loc116",0.155789769813358,0.12108618322599,2.06363056488731e-05,"3",116.04
"315","c3.loc117",0.0053934005477594,0.422758933670576,0.182276575881441,"3",117.04
"316","c3.loc118",1.3684344025226,0.514506727598365,0.465285025151618,"3",118.04
"317","c3.loc119",0.288722589916129,0.637344374884908,0.0703154941211701,"3",119.04
"318","c3.loc120",0.110864503731824,0.184541554105175,0.040208916274266,"3",120.04
"319","c3.loc121",0.456423070702915,0.705128781554084,0.679878107305904,"3",121.04
"320","c3.loc122",0.415976375233161,0.223416316048561,0.0855794567786271,"3",122.04
"321","CLocus_13047",0.8413925058743,0.52276137178327,0.449283455712704,"3",123.03
"322","c3.loc124",2.1727500498961,0.570221776820325,0.488759457388483,"3",124.04
"323","c3.loc125",0.314719847132777,1.21272800451157,0.520147391274955,"3",125.04
"324","c3.loc126",2.18904519127031,0.107759229701069,0.588261437056099,"3",126.04
"325","c3.loc127",0.0689764703101195,0.0245605530455835,0.198438137752319,"3",127.04
"326","CLocus_36953",0.057983190088671,0.382156139026926,0.460210025152104,"3",128.04
"327","CLocus_75166",0.547400719131916,0.398532410640584,0.0195624712012401,"3",129.04
"328","CLocus_94884",0.269782610132867,0.496239448272658,0.520276479454744,"4",8.97
"329","CLocus_70705",0.418054883708449,0.00805828378725961,0.0238599899175107,"4",9.98
"330","CLocus_90214",0.400177940868281,0.883796221371144,0.185519886536352,"4",10.98
"331","CLocus_22856",0.210635129642967,0.211918525509902,0.216251100271747,"4",11.96
"332","c4.loc13",0.681008652165072,0.121724530795004,0.505717603417036,"4",12.97
"333","c4.loc14",2.00562776467372,0.341138397940257,0.191234132971391,"4",13.97
"334","c4.loc15",0.196594802344022,0.0169431175734826,0.108890742671014,"4",14.97
